repo,path,file,ext,code_length,comment_length,number_of_comments,total_smiley_faces,frown,smiley_1,smiley_2,smiley_3,smiley_4,smiley_5,smiley_6,smiley_7
linux,/drivers/staging/comedi/drivers/,c6xdigio.c,.c,6726,1068,15,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,cb_das16_cs.c,.c,7414,1446,7,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,cb_pcidas.c,.c,38548,7724,191,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,cb_pcidas64.c,.c,96951,17956,334,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,cb_pcidda.c,.c,8773,3597,64,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,cb_pcimdas.c,.c,5034,2765,34,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,cb_pcimdda.c,.c,3294,3852,10,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,comedi_bond.c,.c,6601,3228,17,1,1,0,0,0,0,0,1,0
linux,/drivers/staging/comedi/drivers/,comedi_fc.c,.c,2796,791,2,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,comedi_parport.c,.c,6238,2088,13,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,comedi_test.c,.c,9708,2804,34,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,contec_pci_dio.c,.c,2389,977,4,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,dac02.c,.c,2365,2375,7,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,daqboard2000.c,.c,20240,3439,72,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,das08.c,.c,11043,3019,26,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,das08_cs.c,.c,1848,1444,3,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,das08_isa.c,.c,3273,2044,23,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,das08_pci.c,.c,1736,1259,4,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,das16.c,.c,26636,5295,58,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,das16m1.c,.c,12542,5389,57,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,das1800.c,.c,34574,10631,188,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,das6402.c,.c,11750,2728,24,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,das800.c,.c,16144,3743,48,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,dmm32at.c,.c,15898,4687,103,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,dt2801.c,.c,11902,1938,29,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,dt2811.c,.c,7533,3760,12,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,dt2814.c,.c,5373,1651,16,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,dt2815.c,.c,3421,2733,7,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,dt2817.c,.c,2458,1191,3,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,dt282x.c,.c,28511,5744,99,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,dt3000.c,.c,17644,2522,27,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,dt9812.c,.c,17411,4584,71,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,dyna_pci10xx.c,.c,5977,1076,17,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,fl512.c,.c,3187,1101,8,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,gsc_hpdi.c,.c,17523,3668,55,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,icp_multi.c,.c,11941,4547,98,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ii_pci20kc.c,.c,12167,1921,45,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,jr3_pci.c,.c,18242,2859,31,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ke_counter.c,.c,3791,1077,6,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,me4000.c,.c,39105,5847,100,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,me_daq.c,.c,13657,2677,70,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,mf6x4.c,.c,7076,1864,22,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,mite.c,.c,14652,3761,32,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,mpc624.c,.c,5819,4854,43,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,multiq3.c,.c,6872,1120,12,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_6527.c,.c,10753,1889,19,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_65xx.c,.c,18004,1977,13,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_660x.c,.c,33383,2595,27,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_670x.c,.c,5777,1749,11,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_at_a2150.c,.c,16709,5818,113,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_at_ao.c,.c,7979,3520,18,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_atmio.c,.c,8407,3560,14,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_atmio16d.c,.c,17657,4171,106,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_daq_700.c,.c,4378,2925,41,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_daq_dio24.c,.c,1553,1351,4,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_labpc.c,.c,34921,6975,125,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_labpc_cs.c,.c,1899,2014,5,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_labpc_isadma.c,.c,4721,1670,19,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_labpc_pci.c,.c,2390,1081,3,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_mio_common.c,.c,145400,15271,262,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_mio_cs.c,.c,5910,1640,17,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_pcidio.c,.c,26529,3276,70,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_pcimio.c,.c,37773,5666,41,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_tio.c,.c,44538,3527,35,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,ni_tiocmd.c,.c,11122,2164,12,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,pcl711.c,.c,11993,2034,19,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,pcl724.c,.c,2539,908,11,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,pcl726.c,.c,8758,2695,17,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,pcl730.c,.c,5107,2444,10,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/comedi/drivers/,pcl812.c,.c,29397,6384,77,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/imx-drm/,ipuv3-plane.c,.c,8514,718,6,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/imx-drm/,parallel-display.c,.c,6876,837,2,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/keucr/,init.c,.c,7809,813,27,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/keucr/,scsiglue.c,.c,8174,3289,70,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/keucr/,smilecc.c,.c,4154,1788,72,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/keucr/,smilmain.c,.c,14688,2183,37,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/keucr/,smilsub.c,.c,15464,2291,46,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/keucr/,smscsi.c,.c,4863,538,13,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/keucr/,transport.c,.c,15782,7062,145,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/keucr/,usb.c,.c,13741,1921,46,1,0,0,0,0,0,0,1,0
linux,/drivers/staging/line6/,audio.c,.c,952,458,5,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/line6/,capture.c,.c,9189,1178,25,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/line6/,driver.c,.c,24727,2585,64,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/line6/,midi.c,.c,6872,740,10,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/line6/,midibuf.c,.c,4900,816,15,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/line6/,pcm.c,.c,12314,1681,31,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/line6/,playback.c,.c,13130,1499,30,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/line6/,pod.c,.c,9489,1770,40,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/line6/,podhd.c,.c,2875,541,10,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/line6/,toneport.c,.c,10340,1176,25,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/line6/,variax.c,.c,4579,1297,22,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/klnds/o2iblnd/,o2iblnd.c,.c,69198,5881,105,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/klnds/o2iblnd/,o2iblnd_cb.c,.c,82566,10986,184,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/klnds/o2iblnd/,o2iblnd_modparams.c,.c,6862,1601,12,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/klnds/socklnd/,socklnd.c,.c,62845,9496,140,1,0,1,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/klnds/socklnd/,socklnd_cb.c,.c,57712,10561,191,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/klnds/socklnd/,socklnd_lib-linux.c,.c,15681,3316,34,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/klnds/socklnd/,socklnd_modparams.c,.c,5907,994,3,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/klnds/socklnd/,socklnd_proto.c,.c,18136,3017,45,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/lnet/,acceptor.c,.c,11052,2086,24,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/lnet/,api-ni.c,.c,38828,7266,89,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/lnet/,config.c,.c,24155,2523,49,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/lnet/,lib-eq.c,.c,5827,6621,26,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/lnet/,lib-md.c,.c,6780,5883,31,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/lnet/,lib-me.c,.c,4415,3984,10,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/lnet/,lib-move.c,.c,49607,12014,118,1,0,1,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/lnet/,lib-msg.c,.c,12761,4033,41,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/lnet/,lib-ptl.c,.c,18945,5517,75,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/lnet/,lo.c,.c,1991,1185,15,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/lnet/,module.c,.c,2197,1293,6,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/lnet/,peer.c,.c,6520,1386,14,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/lnet/,router.c,.c,35144,4643,93,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/lnet/,router_proc.c,.c,19155,1750,35,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/selftest/,brw_test.c,.c,10943,1410,9,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/selftest/,conctl.c,.c,20637,1608,32,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/selftest/,conrpc.c,.c,29666,2071,31,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/selftest/,console.c,.c,43805,2860,59,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/selftest/,framework.c,.c,39319,3409,61,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/selftest/,module.c,.c,3094,1046,4,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/selftest/,ping_test.c,.c,5353,1070,6,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/selftest/,rpc.c,.c,35010,5655,69,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lnet/selftest/,timer.c,.c,4234,1793,9,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/fid/,fid_lib.c,.c,1322,1713,8,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/fid/,fid_request.c,.c,10900,2568,25,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/fid/,lproc_fid.c,.c,3934,1132,5,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/fld/,fld_cache.c,.c,10805,2833,38,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/fld/,fld_request.c,.c,10933,1736,11,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/fld/,lproc_fld.c,.c,3073,1018,3,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/lclient/,glimpse.c,.c,4735,2725,10,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/lclient/,lcommon_cl.c,.c,25247,9173,48,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/lclient/,lcommon_misc.c,.c,3777,1640,7,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/ldlm/,interval_tree.c,.c,14628,4108,20,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/ldlm/,l_lock.c,.c,879,1430,7,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/ldlm/,ldlm_extent.c,.c,4737,2345,15,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/ldlm/,ldlm_flock.c,.c,18132,6830,49,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/ldlm/,ldlm_inodebits.c,.c,948,1422,4,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/ldlm/,ldlm_lib.c,.c,18639,4296,45,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/ldlm/,ldlm_lock.c,.c,47935,17555,133,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/ldlm/,ldlm_lockd.c,.c,26682,5174,44,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/ldlm/,ldlm_plain.c,.c,758,1527,6,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/ldlm/,ldlm_pool.c,.c,26345,13537,86,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/ldlm/,ldlm_request.c,.c,45423,21954,139,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/ldlm/,ldlm_resource.c,.c,32588,6756,62,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/libcfs/,debug.c,.c,9671,1920,20,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/libcfs/,fail.c,.c,2536,1310,11,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/libcfs/,hash.c,.c,45927,11032,114,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/libcfs/,heap.c,.c,7071,3492,22,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/libcfs/,kernel_user_comm.c,.c,3892,2059,15,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/libcfs/,libcfs_cpu.c,.c,3003,1080,5,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/libcfs/,libcfs_lock.c,.c,2507,1938,14,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/libcfs/,libcfs_mem.c,.c,2858,1890,13,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/lustre/lustre/ptlrpc/,wiretest.c,.c,285762,4793,113,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/as102/,as102_drv.c,.c,6168,1159,9,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/as102/,as102_fe.c,.c,11854,1570,19,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/as102/,as102_fw.c,.c,4210,1411,18,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/as102/,as102_usb_drv.c,.c,10036,1998,36,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/as102/,as10x_cmd.c,.c,7832,3288,43,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/as102/,as10x_cmd_cfg.c,.c,3037,2637,25,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/as102/,as10x_cmd_stream.c,.c,3385,1844,22,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/bcm2048/,radio-bcm2048.c,.c,59829,3593,61,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/cxd2099/,cxd2099.c,.c,13967,1190,13,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/davinci_vpfe/,dm365_ipipe.c,.c,46828,4726,57,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/davinci_vpfe/,dm365_ipipe_hw.c,.c,28984,2913,62,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/davinci_vpfe/,dm365_ipipeif.c,.c,24844,3861,48,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/davinci_vpfe/,dm365_isif.c,.c,48758,10484,150,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/davinci_vpfe/,dm365_resizer.c,.c,52481,7171,80,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/davinci_vpfe/,vpfe_mc_capture.c,.c,13827,6186,31,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/davinci_vpfe/,vpfe_video.c,.c,33797,11406,110,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/dt3155v4l/,dt3155v4l.c,.c,22134,5267,65,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/go7007/,go7007-driver.c,.c,14739,3421,31,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/go7007/,go7007-fw.c,.c,38455,2155,30,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/go7007/,go7007-i2c.c,.c,4604,1665,15,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/go7007/,go7007-loader.c,.c,3279,739,3,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/go7007/,go7007-usb.c,.c,31381,3893,68,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/go7007/,go7007-v4l2.c,.c,25859,2210,12,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/go7007/,s2250-board.c,.c,13298,1538,20,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/go7007/,saa7134-go7007.c,.c,13820,2009,42,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/go7007/,snd-go7007.c,.c,7269,776,2,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/lirc/,lirc_bt829.c,.c,6867,898,2,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/lirc/,lirc_igorplugusb.c,.c,9661,3224,58,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/lirc/,lirc_imon.c,.c,19849,5554,77,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/lirc/,lirc_parallel.c,.c,13724,1875,33,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/lirc/,lirc_sasem.c,.c,17547,4567,73,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/lirc/,lirc_serial.c,.c,23799,9138,103,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/lirc/,lirc_sir.c,.c,24247,6731,157,1,0,0,0,0,0,0,1,0
linux,/drivers/staging/media/lirc/,lirc_zilog.c,.c,30209,10880,155,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/msi3101/,msi001.c,.c,10591,1394,30,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/msi3101/,sdr-msi3101.c,.c,33472,10011,105,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/omap24xx/,omap24xxcam-dma.c,.c,12396,4785,44,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/omap24xx/,omap24xxcam.c,.c,35961,8155,89,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/omap24xx/,tcm825x.c,.c,18425,3463,31,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/omap24xx/,v4l2-int-device.c,.c,3025,928,4,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/omap4iss/,iss.c,.c,28859,10016,52,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/omap4iss/,iss_csi2.c,.c,27279,8771,102,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/omap4iss/,iss_csiphy.c,.c,5698,1651,18,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/omap4iss/,iss_ipipe.c,.c,11409,3911,41,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/omap4iss/,iss_ipipeif.c,.c,18063,5862,54,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/omap4iss/,iss_resizer.c,.c,19744,5819,58,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/omap4iss/,iss_video.c,.c,27956,6184,31,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/rtl2832u_sdr/,rtl2832_sdr.c,.c,36062,3130,78,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/sn9c102/,sn9c102_core.c,.c,80703,5582,64,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/sn9c102/,sn9c102_hv7131d.c,.c,5610,1536,1,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/sn9c102/,sn9c102_hv7131r.c,.c,9222,1536,1,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/sn9c102/,sn9c102_mi0343.c,.c,8138,1540,2,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/sn9c102/,sn9c102_mi0360.c,.c,11724,1536,1,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/sn9c102/,sn9c102_mt9v111.c,.c,6792,1536,1,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/sn9c102/,sn9c102_ov7630.c,.c,18025,1595,3,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/sn9c102/,sn9c102_ov7660.c,.c,16334,1536,1,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/sn9c102/,sn9c102_pas106b.c,.c,6395,1760,7,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/sn9c102/,sn9c102_pas202bcb.c,.c,7239,2007,6,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/sn9c102/,sn9c102_tas5110c1b.c,.c,2805,1594,3,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/sn9c102/,sn9c102_tas5110d.c,.c,2085,1536,1,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/sn9c102/,sn9c102_tas5130d1b.c,.c,3044,1594,3,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/solo6x10/,solo6x10-core.c,.c,17796,644,23,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/solo6x10/,solo6x10-disp.c,.c,9294,652,12,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/solo6x10/,solo6x10-eeprom.c,.c,4034,91,3,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/solo6x10/,solo6x10-enc.c,.c,9113,576,16,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/solo6x10/,solo6x10-g723.c,.c,10280,570,10,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/solo6x10/,solo6x10-gpio.c,.c,2542,343,7,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/solo6x10/,solo6x10-i2c.c,.c,6985,612,3,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/solo6x10/,solo6x10-p2m.c,.c,8449,530,9,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/solo6x10/,solo6x10-tw28.c,.c,23713,2417,126,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/solo6x10/,solo6x10-v4l2-enc.c,.c,35939,1923,45,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/media/solo6x10/,solo6x10-v4l2.c,.c,18643,780,23,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/mt29f_spinand/,mt29f_spinand.c,.c,17187,6072,30,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/netlogic/,platform_net.c,.c,4433,2039,15,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/netlogic/,xlr_net.c,.c,26864,5246,72,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/nokia_h4p/,nokia_core.c,.c,26876,2109,22,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/nokia_h4p/,nokia_fw-bcm.c,.c,2669,928,4,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/nokia_h4p/,nokia_fw-csr.c,.c,2910,892,5,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/nokia_h4p/,nokia_fw-ti1273.c,.c,1999,789,2,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/nokia_h4p/,nokia_fw.c,.c,3886,1025,4,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/rtl8712/,os_intfs.c,.c,12204,3093,45,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/rtl8712/,recv_linux.c,.c,3632,1448,8,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/rtl8712/,rtl8712_cmd.c,.c,11651,2194,24,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/rtl8712/,rtl8712_efuse.c,.c,12552,2647,56,0,0,0,0,0,0,0,0,0
linux,/drivers/staging/rtl8712/,rtl8712_io.c,.c,3758,1166,1,0,0,0,0,0,0,0,0,0
